Aerodynamic Coefficients for Wingquad 6 Manual

Cruise speed: 15.00 m/s
Altitude: 0.00 m
Notes:
*Reference area and reference length equal to 1.0
*Control surfaces in neutral (untrimmed) positions
*Hinges and actuators in neutral position
*Non-potential-flow solutions do not account for induced flows, significantly over-estimating performance

Angle of Attack [deg]	CFx	CFy	CFz	CMx	CMy	CMz	Cl	Cd	Potential Flow Solution? (0=No, 1=Yes)
-12.000000	  0.000049	 -0.063044	 -0.367223	  0.050960	  0.002068	  0.000326	 -0.346090	  0.138017	  1.000000
-11.750000	  0.000192	 -0.058902	 -0.372808	  0.055521	 -0.000024	  0.000101	 -0.353001	  0.133588	  1.000000
-11.500000	  0.000196	 -0.055845	 -0.367296	  0.053889	 -0.000203	  0.000079	 -0.348789	  0.127951	  0.000000
-11.250000	  0.000200	 -0.052728	 -0.362209	  0.052107	 -0.000358	  0.000062	 -0.344963	  0.122379	  0.000000
-11.000000	  0.000186	 -0.048088	 -0.373605	  0.051454	 -0.001364	 -0.000101	 -0.357565	  0.118492	  1.000000
-10.750000	  0.000179	 -0.044257	 -0.375965	  0.050316	 -0.000400	  0.000071	 -0.361112	  0.113607	  1.000000
-10.500000	  0.000221	 -0.040757	 -0.376091	  0.049160	 -0.000843	 -0.000039	 -0.362366	  0.108612	  1.000000
-10.250000	  0.000134	 -0.037361	 -0.376257	  0.049285	 -0.000222	  0.000056	 -0.363604	  0.103717	  1.000000
-10.000000	  0.000143	 -0.035441	 -0.367972	  0.047192	 -0.000245	  0.000057	 -0.356227	  0.098800	  1.000000
 -9.750000	  0.000143	 -0.034758	 -0.352898	  0.045834	 -0.000248	  0.000057	 -0.341915	  0.094019	  1.000000
 -9.500000	  0.000147	 -0.034042	 -0.337614	  0.044328	 -0.000249	  0.000061	 -0.327365	  0.089298	  1.000000
 -9.250000	  0.000093	 -0.032841	 -0.324376	  0.044299	 -0.000158	  0.000043	 -0.314879	  0.084556	  1.000000
 -9.000000	  0.000101	 -0.031735	 -0.310019	  0.043485	 -0.000167	  0.000047	 -0.301238	  0.079842	  1.000000
 -8.750000	  0.000130	 -0.031317	 -0.292856	  0.040856	 -0.000209	  0.000061	 -0.284684	  0.075502	  1.000000
 -8.500000	 -0.000015	 -0.029895	 -0.281100	  0.042368	  0.000454	  0.000127	 -0.273594	  0.071116	  1.000000
 -8.250000	 -0.000014	 -0.029303	 -0.265287	  0.041461	  0.000444	  0.000122	 -0.258337	  0.067067	  1.000000
 -8.000000	 -0.000015	 -0.028600	 -0.249550	  0.040598	  0.000438	  0.000116	 -0.243141	  0.063052	  1.000000
 -7.750000	 -0.000014	 -0.027853	 -0.233672	  0.039638	  0.000429	  0.000110	 -0.227782	  0.059110	  1.000000
 -7.500000	  0.000069	 -0.027058	 -0.218270	  0.039125	  0.000236	  0.000106	 -0.212870	  0.055316	  1.000000
 -7.250000	  0.000071	 -0.026594	 -0.197159	  0.037423	  0.000170	  0.000096	 -0.192226	  0.051262	  0.000000
 -7.000000	 -0.000033	 -0.026196	 -0.186436	  0.037909	  0.000408	  0.000085	 -0.181854	  0.048722	  1.000000
 -6.750000	 -0.000033	 -0.028287	 -0.161905	  0.036405	  0.000358	  0.000075	 -0.157458	  0.047121	  0.000000
 -6.500000	 -0.000034	 -0.030320	 -0.137319	  0.035015	  0.000320	  0.000067	 -0.133004	  0.045670	  0.000000
 -6.250000	 -0.000167	 -0.032499	 -0.125717	  0.032505	  0.001093	 -0.000034	 -0.121432	  0.045992	  1.000000
 -6.000000	 -0.000171	 -0.034231	 -0.100740	  0.030796	  0.001145	 -0.000038	 -0.096610	  0.044574	  0.000000
 -5.750000	 -0.000243	 -0.033707	 -0.093886	  0.034743	  0.000275	 -0.000105	 -0.090037	  0.042944	  1.000000
 -5.500000	  0.000372	 -0.035344	 -0.074037	  0.033112	  0.000061	  0.000281	 -0.070309	  0.042277	  1.000000
 -5.250000	  0.000379	 -0.036708	 -0.049931	  0.031529	  0.000097	  0.000291	 -0.046363	  0.041123	  0.000000
 -5.000000	  0.000301	 -0.037061	 -0.039763	  0.033185	 -0.000118	  0.000217	 -0.036382	  0.040386	  1.000000
 -4.750000	  0.000303	 -0.037980	 -0.022084	  0.032689	 -0.000097	  0.000224	 -0.018863	  0.039678	  1.000000
 -4.500000	  0.000306	 -0.038783	 -0.004364	  0.032152	 -0.000075	  0.000233	 -0.001308	  0.039005	  1.000000
 -4.250000	  0.000342	 -0.039580	  0.013914	  0.031234	 -0.000080	  0.000254	  0.016809	  0.038440	  1.000000
 -4.000000	  0.000413	 -0.040346	  0.032262	  0.030312	 -0.000086	  0.000284	  0.034998	  0.037997	  1.000000
 -3.750000	  0.000057	 -0.040192	  0.047269	  0.031299	  0.000261	  0.000145	  0.049796	  0.037014	  1.000000
 -3.500000	  0.000060	 -0.040634	  0.064955	  0.030361	  0.000259	  0.000149	  0.067314	  0.036592	  1.000000
 -3.250000	  0.000064	 -0.040968	  0.082438	  0.029438	  0.000257	  0.000152	  0.084628	  0.036229	  1.000000
 -3.000000	  0.000069	 -0.041191	  0.099878	  0.028505	  0.000255	  0.000157	  0.101897	  0.035907	  1.000000
 -2.750000	  0.000072	 -0.041303	  0.117367	  0.027513	  0.000245	  0.000160	  0.119213	  0.035624	  1.000000
 -2.500000	  0.000073	 -0.041297	  0.134877	  0.026490	  0.000228	  0.000161	  0.136550	  0.035374	  1.000000
 -2.250000	  0.000058	 -0.041227	  0.152569	  0.025347	  0.000241	  0.000160	  0.154069	  0.035205	  1.000000
 -2.000000	  0.000061	 -0.041131	  0.179125	  0.022683	  0.000265	  0.000156	  0.180452	  0.034854	  0.000000
 -1.750000	  0.000065	 -0.041114	  0.209441	  0.019744	  0.000297	  0.000152	  0.210599	  0.034699	  0.000000
 -1.500000	  0.000068	 -0.040925	  0.240865	  0.016679	  0.000328	  0.000147	  0.241854	  0.034606	  0.000000
 -1.250000	  0.000071	 -0.040536	  0.273283	  0.013396	  0.000341	  0.000142	  0.274102	  0.034565	  0.000000
 -1.000000	  0.000075	 -0.039887	  0.306188	  0.009872	  0.000340	  0.000137	  0.306837	  0.034537	  0.000000
 -0.750000	  0.000078	 -0.038981	  0.338853	  0.006224	  0.000329	  0.000132	  0.339334	  0.034543	  0.000000
 -0.500000	  0.000081	 -0.037776	  0.366176	  0.002747	  0.000329	  0.000128	  0.366492	  0.034579	  0.000000
 -0.250000	  0.000005	 -0.037558	  0.311372	  0.025245	 -0.000001	  0.000004	  0.311533	  0.036199	  1.000000
  0.000000	  0.000005	 -0.036763	  0.330095	  0.024001	 -0.000001	  0.000004	  0.330095	  0.036763	  1.000000
  0.250000	  0.000005	 -0.035824	  0.348026	  0.022824	 -0.000001	  0.000004	  0.347866	  0.037343	  1.000000
  0.500000	  0.000005	 -0.034765	  0.365602	  0.021667	 -0.000001	  0.000004	  0.365284	  0.037954	  1.000000
  0.750000	  0.000005	 -0.033590	  0.382922	  0.020510	 -0.000001	  0.000004	  0.382450	  0.038599	  1.000000
  1.000000	  0.000005	 -0.032301	  0.400270	  0.019323	 -0.000001	  0.000004	  0.399645	  0.039281	  1.000000
  1.250000	  0.000005	 -0.030890	  0.416889	  0.018093	 -0.000001	  0.000004	  0.416116	  0.039977	  1.000000
  1.500000	  0.000005	 -0.029373	  0.432735	  0.016847	 -0.000001	  0.000004	  0.431817	  0.040691	  1.000000
  1.750000	  0.000005	 -0.027750	  0.448308	  0.015586	 -0.000001	  0.000004	  0.447251	  0.041428	  1.000000
  2.000000	  0.000005	 -0.026013	  0.463628	  0.014258	 -0.000001	  0.000004	  0.462438	  0.042177	  1.000000
  2.250000	  0.000005	 -0.024165	  0.478841	  0.012886	 -0.000001	  0.000004	  0.477524	  0.042946	  1.000000
  2.500000	  0.000005	 -0.022214	  0.493944	  0.011517	 -0.000001	  0.000004	  0.492505	  0.043739	  1.000000
  2.750000	  0.000005	 -0.020181	  0.508945	  0.010114	 -0.000001	  0.000004	  0.507391	  0.044576	  1.000000
  3.000000	  0.000005	 -0.018082	  0.523726	  0.008696	 -0.000001	  0.000004	  0.522062	  0.045467	  1.000000
  3.250000	  0.000005	 -0.015900	  0.538261	  0.007295	 -0.000001	  0.000004	  0.536493	  0.046390	  1.000000
  3.500000	  0.000005	 -0.013628	  0.552731	  0.005891	 -0.000001	  0.000004	  0.550868	  0.047346	  1.000000
  3.750000	  0.000005	 -0.011264	  0.567159	  0.004478	 -0.000001	  0.000004	  0.565208	  0.048334	  1.000000
  4.000000	  0.000005	 -0.008806	  0.581561	  0.003059	 -0.000001	  0.000004	  0.579531	  0.049352	  1.000000
  4.250000	  0.000005	 -0.006262	  0.595899	  0.001639	 -0.000001	  0.000004	  0.593796	  0.050406	  1.000000
  4.500000	  0.000005	 -0.003636	  0.610284	  0.000191	 -0.000002	  0.000004	  0.608117	  0.051507	  1.000000
  4.750000	  0.000005	 -0.000933	  0.624779	 -0.001340	 -0.000002	  0.000004	  0.622556	  0.052667	  1.000000
  5.000000	  0.000005	  0.001846	  0.639333	 -0.002937	 -0.000002	  0.000004	  0.637061	  0.053882	  1.000000
  5.250000	  0.000006	  0.004729	  0.653821	 -0.004533	 -0.000002	  0.000004	  0.651511	  0.055117	  1.000000
  5.500000	  0.000006	  0.007711	  0.668301	 -0.006138	 -0.000002	  0.000004	  0.665964	  0.056378	  1.000000
  5.750000	  0.000006	  0.010789	  0.682827	 -0.007745	 -0.000002	  0.000004	  0.680472	  0.057677	  1.000000
  6.000000	  0.000006	  0.013965	  0.697451	 -0.009358	 -0.000002	  0.000004	  0.695090	  0.059015	  1.000000
  6.250000	  0.000006	  0.017240	  0.712116	 -0.010987	 -0.000002	  0.000004	  0.709761	  0.060389	  1.000000
  6.500000	  0.000006	  0.020611	  0.726791	 -0.012626	 -0.000002	  0.000004	  0.724452	  0.061797	  1.000000
  6.750000	  0.000006	  0.024082	  0.741486	 -0.014279	 -0.000002	  0.000004	  0.739177	  0.063238	  1.000000
  7.000000	  0.000006	  0.027650	  0.756205	 -0.015944	 -0.000002	  0.000005	  0.753938	  0.064715	  1.000000
  7.250000	  0.000006	  0.031294	  0.770682	 -0.017682	 -0.000002	  0.000005	  0.768469	  0.066216	  1.000000
  7.500000	  0.000006	  0.034966	  0.784460	 -0.019501	 -0.000002	  0.000005	  0.782313	  0.067726	  1.000000
  7.750000	  0.000006	  0.038670	  0.797791	 -0.021225	 -0.000002	  0.000005	  0.795719	  0.069267	  1.000000
  8.000000	  0.000006	  0.042419	  0.810777	 -0.022876	 -0.000002	  0.000005	  0.808790	  0.070833	  1.000000
  8.250000	  0.000006	  0.046235	  0.823503	 -0.024494	 -0.000002	  0.000005	  0.821615	  0.072410	  1.000000
  8.500000	  0.000006	  0.050128	  0.836107	 -0.026111	 -0.000002	  0.000005	  0.834332	  0.074007	  1.000000
  8.750000	  0.000006	  0.054011	  0.848180	 -0.027822	 -0.000002	  0.000005	  0.846525	  0.075646	  1.000000
  9.000000	  0.000006	  0.057857	  0.859612	 -0.029577	 -0.000002	  0.000005	  0.858080	  0.077328	  1.000000
  9.250000	  0.000006	  0.061722	  0.870600	 -0.031308	 -0.000002	  0.000005	  0.869200	  0.079023	  1.000000
  9.500000	  0.000006	  0.065607	  0.881223	 -0.033017	 -0.000002	  0.000005	  0.879966	  0.080737	  1.000000
  9.750000	  0.000006	  0.069536	  0.891643	 -0.034717	 -0.000002	  0.000005	  0.890540	  0.082468	  1.000000
 10.000000	  0.000006	  0.073504	  0.901906	 -0.036407	 -0.000002	  0.000005	  0.900968	  0.084227	  1.000000
 10.250000	  0.000006	  0.077290	  0.911311	 -0.038051	 -0.000002	  0.000005	  0.910520	  0.086105	  1.000000
 10.500000	  0.000006	  0.081024	  0.920346	 -0.039644	 -0.000002	  0.000005	  0.919700	  0.088053	  1.000000
 10.750000	  0.000006	  0.084748	  0.929118	 -0.041205	 -0.000003	  0.000005	  0.928620	  0.090042	  1.000000
 11.000000	  0.000006	  0.088447	  0.937434	 -0.042739	 -0.000003	  0.000005	  0.937087	  0.092049	  1.000000
 11.250000	  0.000006	  0.092140	  0.945526	 -0.044237	 -0.000003	  0.000005	  0.945334	  0.094093	  1.000000
 11.500000	  0.000006	  0.095750	  0.953329	 -0.045809	 -0.000003	  0.000005	  0.953280	  0.096235	  1.000000
 11.750000	  0.000006	  0.099159	  0.960552	 -0.047452	 -0.000003	  0.000005	  0.960617	  0.098527	  1.000000
 12.000000	  0.000006	  0.102528	  0.967549	 -0.049088	 -0.000003	  0.000005	  0.967722	  0.100877	  1.000000
 12.250000	  0.000006	  0.105831	  0.974143	 -0.050573	 -0.000003	  0.000005	  0.974418	  0.103271	  1.000000
 12.500000	  0.000006	  0.109089	  0.980454	 -0.052004	 -0.000003	  0.000005	  0.980824	  0.105706	  1.000000
 12.750000	  0.000006	  0.112191	  0.986261	 -0.053463	 -0.000003	  0.000005	  0.986702	  0.108241	  1.000000
 13.000000	  0.000006	  0.114583	  0.990369	 -0.055119	 -0.000003	  0.000005	  0.990761	  0.111139	  1.000000
 13.250000	  0.000006	  0.116658	  0.993591	 -0.056758	 -0.000003	  0.000005	  0.993879	  0.114179	  1.000000
 13.500000	  0.000006	  0.118593	  0.996442	 -0.058380	 -0.000003	  0.000005	  0.996595	  0.117299	  1.000000
 13.750000	  0.000006	  0.120290	  0.998741	 -0.059993	 -0.000003	  0.000005	  0.998711	  0.120544	  1.000000
 14.000000	  0.000006	  0.121210	  1.000008	 -0.061932	 -0.000003	  0.000005	  0.999627	  0.124315	  1.000000
 14.250000	  0.000006	  0.120490	  0.998824	 -0.064396	 -0.000003	  0.000005	  0.997750	  0.129081	  1.000000
 14.500000	  0.000006	  0.119617	  0.997638	 -0.066972	 -0.000003	  0.000005	  0.995811	  0.133981	  1.000000
 14.750000	  0.000006	  0.118737	  0.996830	 -0.069475	 -0.000003	  0.000005	  0.994211	  0.138971	  0.000000
 15.000001	  0.000006	  0.108167	  0.982273	 -0.074085	 -0.000003	  0.000005	  0.976798	  0.149750	  1.000000
 15.250001	  0.000006	  0.095706	  0.967072	 -0.078076	 -0.000003	  0.000005	  0.958193	  0.162034	  1.000000
 15.499999	  0.000006	  0.091367	  0.961922	 -0.079841	 -0.000002	  0.000005	  0.951354	  0.169018	  0.000000
 15.750000	  0.000005	  0.079794	  0.948471	 -0.078210	 -0.000002	  0.000004	  0.934520	  0.180656	  1.000000
 16.000000	  0.000048	  0.039747	  0.903627	 -0.083246	 -0.000018	  0.000048	  0.879577	  0.210866	  1.000000
 16.250000	  0.000024	  0.026789	  0.889953	 -0.086501	 -0.000007	  0.000023	  0.861896	  0.223316	  1.000000
 16.500000	  0.000033	  0.023872	  0.892359	 -0.087776	 -0.000016	  0.000036	  0.862391	  0.230555	  1.000000
 16.750000	  0.000037	  0.028000	  0.907691	 -0.087712	 -0.000021	  0.000042	  0.877249	  0.234781	  1.000000
 17.000000	  0.000038	  0.026123	  0.910238	 -0.088901	 -0.000016	  0.000040	  0.878103	  0.241146	  0.000000
 17.250000	  0.000038	  0.024088	  0.912589	 -0.089832	 -0.000009	  0.000037	  0.878684	  0.247616	  0.000000
 17.500000	  0.000111	  0.019390	  0.924281	 -0.087187	 -0.000011	  0.000105	  0.887333	  0.259444	  1.000000
 17.750000	  0.000112	  0.019964	  0.930986	 -0.088170	 -0.000029	  0.000116	  0.892754	  0.264810	  0.000000
 18.000000	  0.000114	  0.020387	  0.937327	 -0.089081	 -0.000055	  0.000131	  0.897751	  0.270261	  0.000000
 18.250000	  0.000115	  0.020743	  0.943416	 -0.089911	 -0.000070	  0.000139	  0.902458	  0.275744	  0.000000
 18.500000	  0.000116	  0.021004	  0.949223	 -0.090582	 -0.000085	  0.000147	  0.906835	  0.281274	  0.000000
 18.750000	  0.000116	  0.021184	  0.954821	 -0.091121	 -0.000087	  0.000147	  0.910958	  0.286857	  0.000000
 19.000000	  0.000117	  0.020843	  0.959600	 -0.091743	 -0.000089	  0.000147	  0.914106	  0.292708	  0.000000
 19.250000	 -0.000143	 -0.009847	  0.890141	 -0.095427	  0.000383	 -0.000402	  0.837126	  0.302768	  1.000000
 19.500000	  0.000066	 -0.003537	  0.928819	 -0.093357	 -0.000286	  0.000136	  0.874363	  0.313381	  1.000000
 19.750000	  0.000152	 -0.003490	  0.932984	 -0.094413	  0.000068	  0.000111	  0.876923	  0.318556	  1.000000
 20.000000	  0.000154	 -0.003843	  0.936070	 -0.095288	 -0.000063	  0.000162	  0.878304	  0.323766	  1.000000
 20.250000	 -0.000013	 -0.004804	  0.941410	 -0.094937	  0.000924	 -0.000096	  0.881560	  0.330345	  1.000000
 20.500000	  0.000103	 -0.038184	  0.890727	 -0.099200	  0.000283	  0.000009	  0.820947	  0.347705	  1.000000
 20.750000	  0.000063	 -0.038894	  0.902523	 -0.100481	 -0.000070	  0.000090	  0.830201	  0.356128	  1.000000
 21.000000	 -0.000063	 -0.044976	  0.920149	 -0.100865	 -0.000342	  0.000014	  0.842916	  0.371741	  1.000000
 21.250000	 -0.000064	 -0.044797	  0.929836	 -0.101972	 -0.000274	 -0.000016	  0.850378	  0.378759	  0.000000
 21.500000	 -0.000065	 -0.044628	  0.939383	 -0.103056	 -0.000210	 -0.000046	  0.857662	  0.385808	  0.000000
 21.750000	  0.000140	 -0.061836	  0.885039	 -0.106634	  0.000358	  0.000039	  0.799119	  0.385392	  1.000000
 22.000000	  0.000141	 -0.062516	  0.894337	 -0.107885	  0.000110	  0.000179	  0.805796	  0.392988	  0.000000
 22.250000	  0.000142	 -0.062852	  0.904165	 -0.109055	  0.000071	  0.000197	  0.813042	  0.400533	  0.000000
 22.500000	  0.000077	 -0.063592	  0.910152	 -0.108239	 -0.000019	  0.000162	  0.816535	  0.407052	  1.000000
 22.750000	 -0.000040	 -0.064745	  0.918932	 -0.109138	  0.000011	 -0.000041	  0.822403	  0.415069	  1.000000
 23.000000	 -0.000032	 -0.065358	  0.927212	 -0.109702	  0.000003	 -0.000032	  0.827966	  0.422453	  1.000000
 23.250000	 -0.000006	 -0.065661	  0.935588	 -0.110451	 -0.000015	 -0.000012	  0.833690	  0.429646	  1.000000
 23.500000	 -0.000002	 -0.065996	  0.944383	 -0.111464	 -0.000007	 -0.000010	  0.839740	  0.437094	  1.000000
 23.750000	 -0.000002	 -0.066653	  0.952263	 -0.111768	 -0.000009	 -0.000007	  0.844773	  0.444529	  1.000000
 24.000000	  0.000010	 -0.066983	  0.960272	 -0.112277	  0.000002	  0.000004	  0.850008	  0.451770	  1.000000
 24.250000	 -0.000005	 -0.067280	  0.968823	 -0.113072	  0.000001	 -0.000010	  0.855703	  0.459257	  1.000000
 24.500000	 -0.000006	 -0.067628	  0.978024	 -0.113946	  0.000005	 -0.000010	  0.861919	  0.467119	  0.000000
 24.750000	 -0.000008	 -0.068611	  0.984135	 -0.113560	 -0.000011	 -0.000007	  0.865011	  0.474326	  1.000000
 25.000000	 -0.000014	 -0.068937	  0.992693	 -0.114495	 -0.000004	 -0.000015	  0.870552	  0.482009	  1.000000

Forward Flight Performance Parameters for Wingquad 6 Manual

maxLiftToDragRatio: 12.6843709946
maxLiftToDragRatioLiftCoefficient: 0.622758865356
maxLiftToDragRatioDragCoefficient: 0.0490964315832
maxLiftToDragRatioAngleOfAttack: 4.73582077026
zeroLiftAngleOfAttack: -4.64247322083
zeroLiftDragCoefficient: 0.0343609191477
minDragCoefficient: 0.0303941741586
minDragCoefficientAngleOfAttack: -1.63389849663
bestGlideRatioPathAngle: -4.50771379471
bestGlideRatioSpeed: 18.4539222717
bestGlideRatioAngleOfAttack: 4.73581314087
bestGlideRatio: 12.6843709946
bestGlideRatioSinkRate: -1.45035493374
maxAircraftMass: 22.5424251556
maxPayloadMassSpeed: 34.9059562683
maxPayloadMassAngleOfAttack: 11.4164867401
maxPayloadMass: 9.54242515564
minThrust-g-: 1021.72106934
minThrustSpeed: 18.4267578125
minThrustAngleOfAttack: 4.73088598251
requiredStaticThrust-g-: 5896.22607422
availableStaticThrust-g-: 16074.5136719
thrustToWeightRatio: 1.23650109768
maxFlightTime: 136.129272461
maxFlightTimeSpeed: 15.7559766769
maxFlightTimeAngleOfAttack: 8.69804286957
maxFlightTimeRange: 128.690979004
maxFlightTimeThrust-g-: 1097.40979004
maxFlightTimeStaticThrust-g-: 20208.6542969
maxRange: 133.853393555
maxRangeSpeed: 17.3751659393
maxRangeAngleOfAttack: 6.03221273422
maxRangeFlightTime: 128.395050049
maxRangeThrust-g-: 1030.37915039
maxRangeStaticThrust-g-: 20661.0117188
maxSpeed: 45.5980682373
maxSpeedAngleOfAttack: -2.97919869423
maxSpeedFlightTime: 12.5143632889
stallAngleOfAttack: 13.9240512848
stallSpeed: 14.2663908005
stableAnglesOfAttack: [4.464825630187988]
stablePitchStabilityDerivative: [-0.319579541683197]

